state,year,unemployment_rate
WV,1995,7.875
WV,1996,7.483333333333333
WV,1997,6.85
WV,1998,6.616666666666667
WV,1999,6.45
WV,2e3,5.483333333333333
WV,2001,5.025
WV,2002,5.916666666666667
WV,2003,6.041666666666667
WV,2004,5.316666666666666
WV,2005,5.1
WV,2006,4.95
WV,2007,4.558333333333334
WV,2008,4.366666666666666
WV,2009,7.708333333333333
WV,2010,8.625
WV,2011,8.058333333333334
WV,2012,7.491666666666666
WV,2013,6.791666666666666
WV,2014,6.641666666666667
WV,2015,6.75
WV,2016,6.083333333333333
WV,2017,5.183333333333334
WV,2018,5.34
WY,1976,3.9666666666666663
WY,1977,3.3833333333333333
WY,1978,3.0083333333333333
WY,1979,2.7583333333333333
WY,1980,3.8666666666666667
WY,1981,4.075
WY,1982,6.233333333333333
WY,1983,8.125
WY,1984,6.233333333333333
WY,1985,6.883333333333333
WY,1986,8.883333333333333
WY,1987,8.008333333333333
WY,1988,6.433333333333334
WY,1989,6.116666666666667
WY,1990,5.325
WY,1991,5.241666666666666
WY,1992,5.575
WY,1993,5.375
WY,1994,4.958333333333333
WY,1995,4.775
WY,1996,4.941666666666666
WY,1997,4.758333333333333
WY,1998,4.7
WY,1999,4.616666666666666
WY,2e3,3.8833333333333333
WY,2001,3.8
WY,2002,4.033333333333333
WY,2003,4.266666666666667
WY,2004,3.8166666666666664
WY,2005,3.575
WY,2006,3.1750000000000003
WY,2007,2.85
WY,2008,3.0666666666666664
WY,2009,6.333333333333333
WY,2010,6.45
WY,2011,5.791666666666667
WY,2012,5.308333333333334
WY,2013,4.716666666666667
WY,2014,4.133333333333333
WY,2015,4.316666666666666
WY,2016,5.275
WY,2017,4.191666666666666
WY,2018,3.9099999999999997
